appid,release_year,Priece,user_score,meta_score
1252010,2020,$20.99,47%,
1252020,2020,,,
1252030,2020,,,
1252040,2020,,,
1252050,2020,,,
1252120,,$1.99,,
1252160,2020,,,
1252170,2021,$1.79,,
1252190,2021,$3.49,,
1252210,,$9.99,,
1252250,,$1.99,79%,
1252300,2021,$20.99,87%,66%
1252320,2020,$13.99,97%,
1252330,2021,$23.99,77%,87%
1252390,2020,$1.99,,
1252400,2020,$1.99,71%,
1252410,2020,$1.79,97%,
1252450,2020,$2.99,,
1252480,2021,$8.99,,
1252510,2020,$5.99,,
1252560,2020,$0.49,87%,
1252580,2020,,86%,
1252600,2021,,68%,
1252710,2021,$4.49,67%,
1252730,2020,$4.99,,
1252760,2020,,,
1252780,2014,,91%,
1252830,2021,$12.59,93%,74%
1252830,2021,$12.59,93%,74%
1252920,2020,,,
1253030,2020,,,
1253050,2020,$4.99,,
1253110,2020,,,
1253160,2020,,,
1253180,2011,$0.99,,
1253190,2021,$7.99,80%,
1253240,2020,$19.99,,
1253320,,$2.99,,
1253390,2020,$17.99,90%,
1253400,2020,,,
1253450,2020,$4.99,,
1253520,2021,$14.99,,
1253550,2020,$14.99,49%,
1253580,2020,$7.79,,
1253620,2020,$19.99,,
1253650,2022,$6.99,,
1253680,2020,$2.79,73%,
1253690,2021,$4.99,54%,
1253690,2021,$4.99,54%,
1253710,,$7.49,72%,
1253720,2020,$2.54,,
1253760,2020,$6.99,,
1253860,2021,$6.99,67%,
1253870,,$0.5,87%,
1253880,2021,,89%,
1253920,,$19.99,89%,88%
1253930,2021,$19.99,,
1253940,2020,$19.99,,
1253950,2020,,89%,
1254070,2020,$0.99,,
1254110,2020,,,
1254120,2021,,51%,
1254160,2020,$1.39,,
1254200,2020,$6.99,,
1254360,2020,,71%,
1254370,2020,$5.24,89%,
1254390,,$5.99,,
1254400,2020,$4.99,67%,
1254410,2021,$0.99,,
1254430,2020,$2.99,,
1254480,2020,$4.24,,
1254490,2020,$0.99,,
1254590,2020,$1.03,,
1254610,2020,$3.99,,
1254620,2020,$4.99,87%,
1254670,2021,$6.99,97%,
1254720,2020,,,
1254820,2020,,,
1254870,2020,$3.99,85%,
1254930,2020,$1.49,,
1254950,2020,,,
1255010,2020,,,
1255030,2020,$1.99,,
1255040,2020,$2.49,,
1255050,2021,$9.99,,
1255060,2020,,22%,
1255130,2020,$0.49,82%,
1255140,2020,$1.99,,
1255160,2020,$0.99,,
1255170,2020,$0.49,,
1255220,2020,$199.99,,
1255230,2020,,,
1255300,2020,$0.99,,
1255380,2020,,88%,
1255380,2020,,88%,
1255410,1989,$2.99,,
1255420,2020,$3.49,,
1255520,2020,,85%,
1255550,2020,,75%,
1255560,2021,$20.99,89%,
1255630,2022,$44.99,72%,
1255640,2020,,,
1255650,2021,$5.99,97%,
1255660,2020,,63%,
1255730,2020,,,
1255810,2020,$0.99,,
1255870,2020,$4.49,,
1255880,2017,$2.99,,
1255920,2021,$1.59,,
1255970,2009,,76%,
1256040,2020,$2.39,,
1256060,2021,$12.74,92%,
1256130,2021,$8.99,,
1256190,2020,$0.99,,
1256220,,$4.99,,
1256230,2022,$11.04,84%,
1256350,2020,$2.09,,
1256360,2020,$10.04,,
1256380,2020,,86%,
1256430,2020,$2.69,,
1256440,2020,,,
1256480,2021,,,
1256490,2020,$1.99,,
1256500,2020,$0.99,,
1256520,2020,$3.99,92%,
1256530,,$12.49,83%,
1256550,2020,$0.99,,
1256610,2020,$1.39,86%,
1256650,2020,$14.99,,
1256660,2020,$11.99,,
1256670,,$14.99,92%,
1256680,2021,$1.99,,
1256690,2020,$0.49,74%,
1256770,2020,$4.99,,
1256830,2021,$14.99,69%,
1256850,2020,,,
1256870,2020,$7.99,,
1256920,2020,$0.74,,
1256950,2020,$12.49,68%,
1256980,,$0.99,,
1257000,2020,$3.99,,
1257170,2020,$13.99,79%,
1257190,2020,$3.19,,
1257200,2021,$19.99,88%,
1257210,2020,$3.34,,
1257250,2020,$4.49,,
1257270,2020,$0.54,,
1257290,2021,$59.99,92%,84%
1257300,2021,$2.99,,
1257310,2020,$5.99,,
1257360,2020,$7.49,88%,
1257410,2020,$3.49,94%,
1257520,2020,$4,,
1257540,2020,$0.49,,
1257550,2021,,,
1257560,2020,,78%,
1257660,2022,$7.99,98%,
1257660,2022,$7.99,98%,
1257670,2020,$0.99,,
1257700,2020,$2.79,,
1257720,2020,$3.99,,
1257810,2020,$2.99,91%,
1257850,2021,$7.49,97%,
1257860,2021,$11.89,98%,
1257880,2022,$15.99,59%,
1257890,1993,$4.54,,
1257900,2020,$3.49,,
1257930,2020,$4.19,,
1257930,2020,$4.19,,
1257940,2022,$8.99,,
1257950,2020,$3.49,,
1258000,2020,$9.99,,
1258020,2020,$1.49,,
1258040,2020,,78%,
1258070,2020,$4.99,,
1258080,2020,,78%,
1258090,2020,,,
1258140,2020,$3.99,,
1258200,2020,$10.99,,
1258220,2021,$13.99,77%,
1258310,2020,$0.49,98%,
1258410,2020,$2.99,,
1258420,2020,$1.99,,
1258440,2020,$5.99,,
1258460,2020,$5.24,63%,
1258560,2020,$4.99,,
1258580,2020,$9.99,,
1258580,2020,$9.99,,
1258590,2020,$4.8,80%,
1258620,2020,$19.99,,
1258640,2020,$0.99,,
1258650,2020,$5.99,,
1258710,2020,$0.69,92%,
1258730,2020,$1.79,,
1258750,2022,$4.79,,
1258770,2020,,,
1258780,2021,,81%,
1258790,2021,$3.99,,
1258830,2021,$14.99,,
1258840,,$4.99,,
1258870,2020,,32%,
1258920,2022,$9.99,,
1258930,2020,$6.99,,
1258950,2020,,,
1258960,2021,$10.39,,
1258970,2020,,95%,
1258980,2020,$3.4,,
1258990,2020,$2.99,,
1259000,2020,,77%,
1259050,2020,$12.99,,
1259130,2020,$6.99,,
1259140,,$9.99,,
1259140,,$9.99,,
1259150,2020,,,
1259160,2020,$34.99,,
1259180,2020,,88%,
1259230,2020,,87%,
1259280,2020,,,
1259290,2020,$0.99,,
1259300,2020,$199.99,,
1259310,2020,$1.49,,
1259330,2020,$4.99,,
1259340,2020,$1.49,,
1259370,2020,$6.99,,
1259380,2020,$0.99,89%,
1259390,2020,,,
1259420,2021,$49.99,93%,
1259430,2020,,93%,
1259460,2020,,73%,
1259470,2020,$14.99,,
1259480,2020,$4.99,,
1259510,2020,$1.49,93%,
1259520,2020,$0.99,,
1259560,2020,$6.74,89%,
1259570,2020,$0.69,,
1259640,2021,$2.99,91%,
1259660,2020,$9.99,,
1259790,2021,$10.49,81%,
1259800,2020,$9.99,79%,
1259830,2020,$0.99,,
1259840,2020,$7.99,92%,
1259860,2020,$1.03,,
1259890,2020,$2.99,,
1259960,2020,$2.39,,
1259970,2020,,75%,
1259980,2020,$12.49,78%,
1259990,2020,$0.54,,
1260020,2021,$7.49,,
1260030,2020,,,
1260130,2020,$1.19,72%,
1260160,2020,$0.99,,
1260170,2020,$0.99,,
1260230,2020,$2.99,,
1260240,2020,$0.99,,
1260250,2020,$0.99,,
1260300,2020,$2.49,,
1260340,2020,$2.49,,
1260370,2020,$2.69,,
1260400,2021,$1.99,60%,
1260470,2020,,,
1260480,2020,,,
1260490,2020,$0.99,,
1260520,2022,$17.99,99%,
1260580,2020,$5.99,,
1260590,,$13.49,90%,
1260610,2020,,,
1260690,2020,$2.99,,
1260720,2020,$1.99,,
1260800,2020,$18.74,,
1260810,2020,$3.89,95%,
1260830,2020,,87%,
1260840,2020,$0.99,,
1260860,2020,$2.99,,
1260910,2020,$11.99,,
1260920,1991,$5.39,,
1260930,2000,$1.19,,
1260930,2000,$1.19,,
1261040,2020,$8.99,79%,
1261060,2020,$0.79,,
1261130,2020,$0.49,85%,
1261160,2020,,,
1261170,2020,$0.99,,
1261180,2020,,39%,
1261200,2021,$4.99,,
1261280,2020,$0.79,,
1261390,2020,$9.99,,
1261490,2020,$8.99,,
1261520,2020,$9.89,75%,
1261570,2020,$0.49,,
1261630,2020,$4.99,,
1261650,2020,$1.89,,
1261670,2020,$0.49,,
1261750,2020,$0.99,,
1261760,2020,$2.99,90%,
1261790,2020,$2.99,,
1261820,2020,$2.99,,
1261880,2020,$1.99,65%,
1261900,2020,$4.99,,
1261960,2020,$8.99,94%,
1261970,2020,$8.99,96%,
1261980,2020,$8.99,,
1261990,2020,$0.99,,
1262030,2020,,,
1262040,2021,$8.99,98%,
1262070,2020,$0.79,,
1262080,2020,$0.49,,
1262120,2020,$0.99,,
1262170,2020,,,
1262180,2021,$3.24,,
1262190,2020,,96%,
1262240,2020,$13.99,71%,77%
1262260,2020,$0.59,,
1262380,2020,$1.99,,
1262450,2020,$0.49,,
1262460,2020,$13.99,84%,
1262470,,$1.99,,
1262500,2021,,,
1262530,2021,$4.99,,
1262540,2020,$7.49,71%,
1262560,2020,$4.99,78%,78%
1262580,2020,$8.99,87%,62%
1262600,2020,$4.99,74%,76%
1262720,2021,$9.99,,
1262760,2022,$12.49,,
1262770,2020,$4.49,,
1262790,2020,$2.99,,
1262830,2020,$4.99,,
1262880,2020,$8.99,,
1262890,2020,$7.99,,
1262910,2020,$4.93,68%,
1262920,2021,$3.59,,
1262930,2021,$17.49,87%,
1262960,2020,,,
1263060,2020,$4.99,,
1263070,,$19.99,67%,
1263090,2020,$8.99,,
1263100,2021,$11.99,,
1263110,2020,$1.29,,
1263120,2020,$0.49,,
1263220,2020,,,
1263230,2021,$9.89,95%,
1263350,2021,$15.99,90%,
1263370,2020,$3.19,84%,
1263410,2020,$13.49,,
1263490,2020,$4.99,,
1263510,2020,$4.99,,
1263520,2020,$4.99,,
1263530,2021,$4.99,,
1263540,2021,$4.99,,
1263550,2020,,65%,
1263590,2020,$0.89,,
1263610,2020,,,
1263700,2020,$0.99,,
1263720,2020,$0.49,,
1263800,2020,$1.99,,
1263850,2020,,93%,
1263860,2020,,88%,
1263920,2020,$3.99,,
1263990,2020,$11.99,,
1264000,2020,,,
1264010,2020,$3.59,,
1264050,2021,$11.99,,
1264080,2020,$0.99,,
1264090,2020,$2.99,,
1264140,2020,$0.49,,
1264160,2020,$9.79,80%,
1264180,2020,$12.49,80%,
1264190,2020,$3.99,,
1264220,2020,,65%,
1264230,2020,$0.99,,
1264240,2020,$19.99,,
1264250,2020,$22.74,74%,
1264280,2021,$11.89,93%,
1264290,2020,$4.99,,
1264310,2020,$1.49,,
1264350,2020,$0.99,100%,
1264470,2020,,,
1264500,2020,,,
1264510,2020,$0.79,,
1264520,2020,$9.99,98%,
1264520,2020,$9.99,98%,
1264550,2020,,,
1264630,2020,$3.99,,
1264640,2020,$2.99,,
1264650,2020,$4.89,,
1264670,2020,$20.99,67%,
1264730,2021,$2.99,,
1264740,2020,,91%,
1264760,2020,$2.99,,
1264770,2020,$0.49,,
1264790,2021,$19.99,,
1264800,2020,$2.99,,
1264820,2020,$0.49,,
1264850,2020,$2.99,,
1264880,2022,$9.99,89%,
1264890,2020,$0.99,,
1264900,2020,$0.99,,
1264920,2021,$7.19,,
1264930,2020,$8.99,,
1264970,2020,$11.99,93%,
1264990,2020,$0.49,,
1265030,2020,$7.99,60%,
1265040,2021,$19.99,,
1265070,2020,$9.99,,
1265080,2020,$0.99,,
1265110,2020,$0.54,,
1265120,2020,$0.99,,
1265130,2020,$0.49,,
1265140,2020,$0.58,,
1265200,2020,$0.58,,
1265220,2020,$11.24,92%,
1265220,2020,$11.24,92%,
1265230,2020,,66%,
1265240,2020,$0.49,68%,
1265260,2020,$0.79,,
1265270,2020,$2.99,,
1265300,2020,$2.99,82%,
1265380,2021,$12.99,,
1265390,2020,$7.99,66%,
1265410,2020,$0.55,,
1265440,2020,$2.99,,
1265510,2021,,,
1265520,2021,,,
1265570,2020,$19.49,,
1265650,2022,$4.99,,
1265660,2020,$1.99,,
1265680,2020,$3.99,,
1265690,2021,$14.99,,
1265720,2021,$17.49,,
1265730,2020,,,
1265770,2020,$0.99,,
1265810,2020,,,
1265810,2020,,,
1265820,,$24.99,93%,
1265850,2020,$1.49,95%,
1265860,2020,$5.99,79%,
1265870,2020,$5.99,,
1265920,2022,$25.99,66%,
1265930,2022,$25.99,55%,
1265970,2020,$4.99,,
1265990,2020,$0.59,,
1266050,2020,$1.99,,
1266070,2020,$9.99,,
1266100,2021,$7.99,95%,
1266120,2022,,,
1266220,2020,$11.99,67%,
1266370,2020,$3.89,,
1266380,2020,$5.99,,
1266410,,$0.99,,
1266420,2020,$1.99,95%,
1266440,2020,,,
1266560,2006,,62%,
1266600,2020,$12.99,66%,
1266600,2020,$12.99,66%,
1266630,2022,$7.99,83%,
1266640,2020,$12.49,79%,
1266650,2020,$1.49,,
1266680,2020,$19.99,77%,
1266690,2020,$2.49,86%,
1266800,2020,$1.16,77%,
1266820,,$9.99,59%,
1266840,,$19.99,82%,
1266900,2021,,,
1266980,2020,,93%,
1267040,2020,$24.99,,
1267130,2020,$0.49,,
1267170,2021,$1.24,,
1267230,2020,$0.99,,
1267240,2020,,73%,
1267260,2020,$19.99,92%,
1267270,2020,$2.49,,
1267310,2020,$3.49,55%,
1267330,2020,,,
1267370,2020,$12.99,,
1267400,2020,$2.99,,
1267410,2020,$4.99,,
1267470,2020,$6.49,79%,
1267530,2020,,,
1267540,2021,$11.99,77%,
1267670,2020,$0.54,,
1267810,2020,$1.49,93%,
1267830,2020,$3.99,,
1267910,,$9.99,93%,
1267920,2020,$3.39,,
1267930,2002,$5.99,,79%
1267940,2001,$6.49,,
1267950,2020,,97%,
1267960,2020,$8.99,,
1268040,2020,$2.39,73%,
1268140,2020,$10.49,98%,
1268150,,$1.99,,
1268160,2020,$0.49,,
1268250,2020,$0.49,,
1268280,2020,$2.31,,
1268290,2020,$4.99,,
1268290,2020,$4.99,,
1268350,2020,$11.99,80%,
1268360,2021,$8.49,65%,
1268370,2020,$5.99,,
1268380,2020,$2.99,,
1268400,2020,$1.79,,
1268530,2020,$0.53,72%,
1268540,2020,$1.69,,
1268700,2020,$5.99,,
1268710,2020,$0.74,,
1268730,2020,,,
1268810,,$8.49,75%,
1268810,,$8.49,75%,
1268830,2020,$0.49,,
1268840,2020,$4.25,,
1268860,2020,$3.34,97%,
1268870,2020,$0.69,64%,
1268880,2020,$0.99,,
1268900,2021,$17.49,75%,
1268960,2021,$4.19,98%,
1268990,2020,$5.49,,
1269020,2021,$13.49,93%,
1269030,2020,$0.99,,
1269050,2020,$1.99,85%,
1269110,2020,$0.59,,
1269150,2020,,90%,
1269180,2020,$4.99,,
1269190,2020,$2.99,,
1269230,2020,$2.39,,
1269240,2020,$3.99,,
1269250,2020,,,
1269300,2022,$14.99,89%,
1269320,2020,,,
1269450,2020,$6.99,,
1269500,2022,$6.49,86%,
1269510,,$19.99,,
1269540,2020,$2.99,,
1269550,2020,,83%,
1269560,2020,$0.99,,
1269600,2017,,,
1269620,2020,,86%,
1269650,2020,$0.99,,
1269690,2021,$6.99,91%,
1269710,2021,$14.99,82%,
1269720,2022,,48%,
1269770,2020,,,
1269810,2020,$14.99,73%,
1269820,2020,$11.24,89%,
1269890,2020,,84%,
1269930,2020,$17.99,,
1269940,2020,,,
1269950,2021,$4.99,94%,
1269960,2020,,,
1269990,2020,,,
1270010,2020,$6.99,42%,
1270030,2020,$0.99,,
1270100,2020,$15.99,84%,
1270280,2020,$4.54,,
1270330,2021,$0.69,,
1270370,2020,$0.99,,
1270420,2020,$0.99,,
1270440,2020,$1.49,,
1270500,2020,$0.89,,
1270520,2021,$2.74,,
1270570,2020,,,
1270590,2020,,94%,
1270620,,$8.44,88%,
1270650,2020,$3.99,,
1270670,2021,$4.39,71%,
1270720,2021,$14.99,,
1270780,2020,$1.79,,
1270820,2020,$9.99,,
1270820,2020,$9.99,,
1270840,2020,$4.99,,
1270890,2021,$19.99,,
1270930,2020,$0.74,,
1270970,2021,$19.99,,
1270980,2020,$11.99,64%,
1270990,2020,,92%,
1271030,2020,,,
1271050,2019,,93%,
1271070,2020,$1.49,,
1271080,2020,$2.39,66%,
1271100,2022,$39.99,82%,
1271110,,$14.99,56%,
1271250,2021,$7.99,,
1271260,2022,$5.09,,
1271280,,$9.74,94%,
1271300,2020,$13.99,91%,
1271340,2020,$4.49,,
1271400,2021,$13.49,95%,
1271420,2020,$12.99,,
1271450,2020,,,
1271500,2020,$5.99,,
1271500,2020,$5.99,,
1271510,2020,$6.99,,
1271520,2020,$2.49,,
1271530,2020,$2.59,,
1271540,2020,,85%,
1271540,2020,,85%,
1271580,2020,,67%,
1271600,2020,$4.99,,
1271690,2020,$1.99,,
1271700,2021,$24.99,80%,
1271740,2020,$14.99,76%,
1271750,2020,$3.89,88%,
1271760,2020,$5.99,,
1271820,2020,$0.54,,
1271840,2020,$2.99,,
1271850,2021,$11.69,,
1271870,2020,$19.99,,
1271910,2020,$10.19,,
1271920,2020,$14.99,,
1271930,2020,$4.99,,
1271980,2009,$0.59,,
1271990,2020,$0.59,,
1272000,2007,$0.59,,
1272020,2006,$0.59,,
1272030,2005,$0.59,,
1272040,2004,$0.59,,
1272060,2020,$2.99,,
1272060,2020,$2.99,,
1272070,2021,$11.24,97%,81%
1272110,2011,$39.99,,
1272130,2020,$9.59,,
1272150,2020,$3.99,,
1272160,2021,$9.99,92%,82%
1272200,2020,,,
1272240,2020,$19.99,,
1272300,2020,$0.59,,
1272320,2022,$19.99,86%,
1272330,2020,$0.79,,
1272360,2020,,,
1272390,2020,$0.99,,
1272450,2020,$1.49,,
1272460,2020,$3.99,,
1272500,2020,,,
1272500,2020,,,
1272520,2020,$3.99,,
1272530,2020,$0.99,,
1272580,2020,$4.99,94%,
1272660,2020,$1.99,,
1272680,2020,$9.59,,
1272690,2024,$0.54,,
1272820,2020,$1.79,,
1272860,2020,$2.09,89%,
1272900,2020,$8.09,,
1272920,2020,$0.79,,
1272970,,$1.99,,
1273010,2020,,,
1273020,2020,$15.99,,
1273060,2020,$1.99,,
1273070,2020,$5.99,,
1273120,2020,,,
1273150,2020,$4.99,,
1273160,2020,$0.89,,
1273180,2020,$4.99,,
1273220,2021,$12.59,59%,
1273250,2020,$1.74,97%,
1273260,2021,$14.99,94%,
1273290,2020,$1.99,,
1273380,2020,$0.89,,
1273390,2020,,,
1273430,2020,$4.99,,
1273440,2022,$29.99,82%,
1273450,2020,$5.99,,
1273520,2020,$9.99,,
1273530,2020,$1.79,,
1273540,2021,$9.89,96%,
1273540,2021,$9.89,96%,
1273570,2020,$2.99,,
1273580,2020,,,
1273590,2020,$0.5,,
1273600,2021,$5.99,,
1273620,2020,$4.99,,
1273690,2021,$7.19,80%,
1273700,2020,,,
1273700,2020,,,
1273710,2020,,79%,
1273720,2020,,,
1273740,2020,$0.74,,
1273750,2021,$13.99,97%,
1273790,2020,$21.24,70%,
1273890,2020,$1.99,,
1273930,2020,$1.19,,
1273940,,$1.39,,
1274020,2020,,,
1274060,2020,$1.19,,
1274090,2020,,,
1274110,2020,$4.99,,
1274140,2020,,96%,
1274150,2020,$0.73,,
1274160,2020,,,
1274190,2020,$2.39,,
1274200,2020,,89%,
1274210,2021,$9.99,,
1274250,2020,$2.99,,
1274280,2021,$2.49,,
1274290,2020,,86%,
1274300,2020,$1.55,73%,
1274340,2020,$0.99,,
1274360,2021,,82%,
1274380,2020,$4.99,,
1274390,2020,$0.49,,
1274430,2020,$0.49,,
1274470,2021,$11.19,,
1274490,2020,$2.99,85%,
1274540,2020,,,
1274550,2020,$1.79,,
1274560,2021,$12.99,,
1274570,2021,$4.99,91%,
1274610,2020,$0.99,,
1274640,2020,$17.99,,
1274690,2020,$4.99,,
1274710,2022,$17.39,87%,
1274720,2021,$9.99,,
1274800,2020,,86%,
1274820,2020,$2.09,,
1274840,2020,$0.69,87%,
1274850,2020,$4.99,,
1274910,2020,$2.24,,
1274930,2020,,,
1274960,2020,$4.99,,
1274970,2021,$2.87,,
1274980,2020,$2.99,,
1274990,2021,$7.99,,
1275060,2020,$3.19,,
1275150,2021,$8.99,,
1275190,2020,$2.99,,
1275210,2021,,,
1275230,2020,$15,,
1275240,2020,$13.99,,
1275250,2020,$1.19,,
1275290,2020,$0.49,54%,
1275320,2020,$0.99,,
1275320,2020,$0.99,,
1275350,2020,,93%,
1275380,2020,,81%,
1275390,2020,$0.99,,
1275410,2020,$0.99,,
1275450,2020,$8.99,,
1275490,2020,$2.69,,
1275520,2020,$1.03,,
1275540,2020,,58%,
1275590,2020,,75%,
1275600,2020,$17.09,,
1275630,2020,,89%,
1275640,2020,,95%,
1275660,2021,$1.49,74%,
1275760,2020,$7.49,45%,
1275770,2020,$2.49,,
1275770,2020,$2.49,,
1275790,2021,$8.24,98%,
1275810,2020,,90%,
1275810,2020,,90%,
1275850,2021,$1.79,,
1275880,2020,$4.99,,
1275890,2020,$9.99,95%,
1275970,2020,$22.49,,
1275980,2020,$0.49,,
1276040,2020,$0.69,81%,
1276060,2020,$59.99,,
1276090,2020,$13.99,,
1276100,2020,,87%,
1276140,2020,$0.49,,
1276170,2020,$1.49,,
1276180,2020,,,
1276290,2020,,,
1276290,2020,,,
1276320,2020,$3.99,,
1276330,2020,$2.87,,
1276350,2020,$3.49,,
1276370,2020,$2.69,,
1276450,2020,$4.79,,
1276470,,$1.49,64%,
1276490,2020,$19.99,,
1276540,2020,$4.49,84%,
1276550,2020,,87%,
1276590,2020,$4.99,,
1276600,2020,$4.49,,
1276660,2020,$11.04,75%,
1276720,2020,$3.99,,
1276730,2020,,84%,
1276750,2021,$6.74,95%,
1276790,2021,$17.99,89%,80%
1276820,2020,$0.99,,
1276850,2020,,,
1276890,2020,,,
1277090,2020,$0.99,,
1277100,2020,,,
1277140,2021,$12.99,,
1277160,2020,$2.99,,
1277190,2020,$2.49,,
1277210,2020,$2.49,58%,
1277290,2020,,,
1277300,2020,$0.99,,
1277310,2018,,,
1277320,2020,$8.39,,
1277340,2020,$11.99,,
1277360,2020,$24.99,,
1277400,2021,$29.99,81%,82%
1277480,2022,$10.99,,
1277500,2021,$7.64,84%,
1277510,2021,$29.99,88%,
1277520,2020,$9.99,,
1277650,2020,$11.99,,
1277710,2020,$17.99,,
1277840,2020,$11.99,,
1277900,2020,,,
1277930,2020,$24.49,98%,
1277940,2021,$24.49,97%,
1277950,2020,$4.93,77%,
1277970,2020,,60%,
1278000,2020,,,
1278040,2020,$7.99,,
1278060,2021,,79%,
1278090,2020,$2.99,,
1278100,2020,,,
1278110,2020,$2.19,,
1278140,2020,$2.99,,
1278150,2021,$18.99,72%,
1278170,2021,$19.99,62%,
1278190,,$3.99,,
1278200,2020,$18.99,,
1278270,2020,$12.99,,
1278290,2020,$1.74,,
1278350,2020,$1.99,,
1278360,2020,,97%,
1278370,2020,$4.99,81%,
1278390,2020,$11.24,83%,
1278430,2020,$0.99,,
1278480,2020,,74%,
1278500,2020,$6.29,61%,
1278520,2020,,,
1278670,2020,,,
1278690,2020,$5.99,,
1278710,2020,$0.49,,
1278760,2021,$9.99,,
1278860,2020,$13.99,,
1278880,2020,,,
1278930,2020,$0.69,,
1278960,2020,$0.49,,
1279000,2020,,,
1279020,2020,$4.49,,
1279220,2021,,,
1279240,2022,$14.99,68%,
1279260,2021,$11.99,91%,
1279270,2021,$15.99,54%,
1279280,2021,$15.99,61%,
1279320,2020,$3.99,,
1279370,2020,$8.99,91%,
1279380,2020,$8.99,95%,
1279390,2020,$8.99,,
1279400,2020,$8.99,,
1279410,2020,$8.99,,
1279420,2020,$8.99,,
1279450,2020,$8.99,,
1279480,2020,$3.59,,
1279540,2020,,,
1279580,2020,,60%,
1279590,2020,$59.99,59%,
1279610,2020,,90%,
1279620,2020,$0.99,,
1279630,2020,$12.99,76%,
1279700,2020,$2.69,89%,
1279770,2020,$1.99,,
1279800,2020,,72%,
1279810,2020,$3.99,,
1279910,2021,$9.99,,
1279920,2021,$4.99,85%,
1279970,2020,$3.99,,
1280060,2021,$8.99,,
1280070,2020,,,
1280070,2020,,,
1280090,,$5.99,,
1280100,2020,,57%,
1280180,2020,,,
1280210,2022,$24.99,,
1280270,2021,$0.49,,
1280290,2021,$11.99,,
1280300,2021,$7.49,81%,
1280310,2020,$0.79,,
1280370,2020,$1.79,64%,
1280380,2021,$5.39,90%,
1280420,2020,$10.49,91%,
1280490,2020,$0.49,,
1280500,2020,$0.99,,
1280590,2021,$3.99,,
1280670,2020,$0.49,,
1280700,2020,,,
1280750,2022,$9.74,68%,
1280780,2021,$19.99,76%,
1280910,2020,$0.99,,
1280930,2022,$24.99,93%,
1280980,2020,$3.99,,
1281080,2020,,86%,
1281100,2020,$5.99,,
1281130,2020,$1.99,,
1281140,2020,$4.99,,
1281150,2021,$0.99,61%,
1281170,2020,$14.99,86%,
1281180,2020,$0.59,,
1281200,2020,,87%,
1281270,2020,$4.79,94%,
1281280,2020,$6.99,,
1281310,2020,,,
1281370,2020,$11.99,,
1281380,2020,$19.99,,
1281390,2020,$19.99,75%,
1281400,2021,$14.99,100%,
1281420,2021,$4.49,77%,
1281470,2020,$1.89,,
1281480,2020,$8.99,,
1281510,2020,$6.49,,
1281530,2020,$0.49,84%,
1281590,2021,$19.79,88%,
1281600,2020,$29.99,,
1281610,2020,$4.99,,
1281630,2020,$7.49,82%,
1281690,2021,$0.99,,
1281700,2020,,,
1281800,2020,,97%,
1281810,2020,$4.99,,
1281920,2020,$7.49,,
1281980,2020,$0.99,,
1281990,2020,,,
1282040,2020,$1.99,,
1282050,2020,,,
1282060,2021,$4.99,,
1282080,2021,$6.69,74%,
1282090,2020,$1.99,94%,
1282110,2020,,,
1282120,2020,$8.99,,
1282120,2020,$8.99,,
1282140,2020,$11.99,,
1282180,2020,$2.99,,
1282200,2020,$1.59,97%,
1282210,2020,$14.99,87%,
1282240,2020,$0.99,,
1282330,2020,,,
1282500,2020,,,
1282510,2020,$11.99,,
1282540,2020,$0.99,,
1282580,,$5.99,,
1282590,2020,$9.99,82%,
1282600,2020,,87%,
1282650,2020,$2.99,,
1282690,2020,$7.49,85%,76%
1282700,2021,$24.99,,
1282710,2020,$1.99,,
1282730,2021,$4.94,93%,
1282740,2020,,,
1282770,2020,$14.99,,
1282880,2020,$0.54,,
1282890,2020,$8.99,,
1283000,2020,$0.49,,
1283110,2020,$1.99,,
1283130,2020,,96%,
1283140,2020,,82%,
1283180,2021,$0.69,,
1283190,2020,$8.99,93%,
1283210,2020,$4.19,83%,
1283220,2020,,89%,
1283240,2020,$3.99,,
1283250,2020,,,
1283260,2020,$5.99,,
1283270,2020,$2.99,,
1283330,,$2.99,,
1283350,2020,$1.99,,
1283370,2021,$7.99,,
1283380,2020,$1.39,,
1283410,2021,$12.49,91%,81%
1283430,2021,,,
1283440,2020,$129.99,,
1283450,2020,$0.99,,
1283500,,$1.79,90%,
1283520,2020,$0.49,,
1283580,2020,$0.49,,
1283590,2020,,94%,
1283610,2020,,,
1283620,2020,,,
1283630,2020,,85%,
1283660,2021,$2.99,,
1283680,2020,$0.99,,
1283720,2020,$5,,
1283740,2020,$0.49,,
1283760,2020,$4.49,,
1283770,2020,$1.49,40%,
1283790,2020,$4.99,,
1283800,2020,$1.99,,
1283810,2020,$3.19,,
1283820,2020,$4.99,,
1283830,2020,,,
1283850,2020,$2.99,,
1283860,2020,$1.19,,
1283880,2022,$0.99,,
1283890,2020,$0.99,,
1283920,2020,$4.99,,
1283970,2020,$3.99,92%,
1283990,2020,$0.99,,
1284050,2020,$0.99,,
1284080,2020,$0.99,89%,
1284110,2020,$5.99,,
1284110,2020,$5.99,,
1284140,2021,$9.99,,
1284150,2020,$9.99,,
1284190,2022,$16.99,96%,
1284200,2020,$1.79,,
1284240,2020,,94%,
1284260,2020,$0.99,,
1284290,2020,$1.99,,
1284300,2020,$1.99,,
1284350,2020,$1.99,,
1284410,2020,,81%,80%
1284430,2020,$2.99,,
1284480,2020,,,
1284510,2020,$2.49,,
